gene,label
SMYD3,negative
GPHA2,negative
CYB5A,negative
EFNA4,negative
RABEP1,negative
FAM71F2,negative
TLK1,negative
TRIM40,negative
CCDC60,negative
KCNV1,negative
TMEM223,negative
SNAI2,negative
MLKL,negative
TNNC1,negative
ZRANB2,negative
HMGCS2,negative
ABI1,negative
LDLRAD4,negative
SGPP1,negative
MUC15,negative
IRF2,negative
SORT1,negative
SPIN1,negative
SH2D1B,negative
CDK5RAP3,negative
SETD6,negative
ARRDC4,negative
RWDD2A,negative
WNK4,negative
SMIM12,negative
LIF,negative
ZNRF4,negative
EEF1A1,negative
RPP40,negative
CCNF,negative
MEF2B,negative
MBOAT1,negative
PPP4R3A,negative
HMCN1,negative
YTHDC2,negative
C12orf50,negative
CCL14,negative
TRPM2,negative
SUPT6H,negative
ZSWIM1,negative
AKR1B1,negative
BAZ1B,negative
SEPTIN5,negative
ARHGEF16,negative
IL21,negative
ASTE1,negative
XKR4,negative
MCUR1,negative
TMEM182,negative
CTDSP1,negative
SLIRP,negative
NECAB3,negative
PLXNB2,negative
ZNF461,negative
ADAL,negative
SNTG2,negative
CPXM1,negative
PHGDH,negative
TFR2,negative
CLCA1,negative
PDE10A,negative
NDUFB10,negative
EIF2S1,negative
CYP4A22,negative
LARP6,negative
CLCNKA,negative
FBXL3,negative
OVGP1,negative
ANKIB1,negative
FMN2,negative
ADAM32,negative
RELB,negative
ABHD6,negative
SIM1,negative
ADAMTS4,negative
ARRB2,negative
TRIM45,negative
CDKL3,negative
MTIF2,negative
GABPA,negative
SMURF1,negative
SRM,negative
FKBP4,negative
KIAA0319,negative
OXT,negative
CIITA,negative
KLHL38,negative
C8orf44,negative
SOX9,negative
ASAP2,negative
NOVA2,negative
ATP6V0D2,negative
A1CF,negative
APBA2,negative
UNC50,negative
SLCO2B1,negative
B4GALT5,negative
CCT2,negative
CYP4A11,negative
TLE5,negative
RASAL1,negative
LIMA1,negative
INF2,negative
GATAD2B,negative
SCGB2A2,negative
LIPG,negative
USP6NL,negative
ITGA10,negative
IZUMO2,negative
CPSF6,negative
ECD,negative
ADGRE5,negative
CWC25,negative
IKZF1,negative
TSEN34,negative
GLI3,negative
WARS2,negative
CD53,negative
SH3BP4,negative
RGS13,negative
ALG13,negative
OTUD3,negative
BFSP1,negative
MYL6B,negative
MTRF1,negative
HYAL2,negative
ECEL1,negative
TTC39C,negative
OLFM2,negative
OMP,negative
IPPK,negative
ABHD18,negative
FBH1,negative
MAGEA8,negative
ZNF775,negative
SSTR4,negative
OSBPL2,negative
C1orf198,negative
MX2,negative
ANXA8,negative
RPS24,negative
CD40LG,negative
FUT10,negative
SH3BP1,negative
EAPP,negative
USP38,negative
GNB1L,negative
UCKL1,negative
SULT1A1,negative
GYPA,negative
CSRNP2,negative
NLRP6,negative
RNH1,negative
EPPIN,negative
AMOTL2,negative
AFF3,negative
OPCML,negative
TTC9C,negative
KIAA1522,negative
CMSS1,negative
SPOPL,negative
SIX6,negative
NANOS1,negative
SP140L,negative
C12orf49,negative
TSPAN14,negative
TM9SF2,negative
CCR5,negative
PRRT2,negative
TMEM183A,negative
CEP250,negative
PPA2,negative
PRMT9,negative
R3HDM2,negative
INPP4B,negative
ZSCAN10,negative
ATCAY,negative
ZNF451,negative
KCNH2,negative
SNHG32,negative
LAD1,negative
ZNF146,negative
PCDHB10,negative
PPHLN1,negative
MMP28,negative
RAB5IF,negative
TTLL5,negative
MFSD14B,negative
PGRMC2,negative
FRK,negative
C9orf40,negative
OSBPL1A,negative
SERPINB3,negative
KBTBD2,negative
GAS1,negative
ZNF644,negative
CACNG1,negative
GABPB2,negative
MLIP,negative
SMAD4,negative
IGF2R,negative
SERPINA3,negative
SLC25A26,negative
DMRT3,negative
SAXO1,negative
AKR1D1,negative
ALX3,negative
MRPS9,negative
RANGAP1,negative
LCLAT1,negative
GEN1,negative
POLR2L,negative
TCF19,negative
SLC26A1,negative
KCTD10,negative
NSA2,negative
GMPPA,negative
U2AF1L4,negative
EXOC7,negative
C1QB,negative
GNG10,negative
UBE2U,negative
SYNE4,negative
SRP19,negative
VPS54,negative
DPH3,negative
MTMR3,negative
SYT15,negative
DAZAP2,negative
KRT33B,negative
LZTFL1,negative
UNC13B,negative
NMB,negative
ATAD2,negative
CXCL13,negative
ACOT12,negative
STARD10,negative
DEPDC5,negative
CRYBA4,negative
CAP2,negative
CCZ1B,negative
PLA2G3,negative
CTBP2,negative
NOA1,negative
DDX51,negative
FAM81B,negative
ZBTB10,negative
ZNF44,negative
QPRT,negative
CDKN2AIPNL,negative
F11R,negative
WWC2,negative
LTB,negative
TNP2,negative
KIF18A,negative
USP21,negative
ZNF675,negative
CHRNA3,negative
UPP2,negative
TFAP2D,negative
HLA-C,negative
CAPN5,negative
GAL3ST1,negative
AOC1,negative
OXSR1,negative
DNAJC16,negative
NLRP7,negative
SHMT2,negative
HOMER1,negative
PCDHB13,negative
NOS3,negative
TUBG1,negative
UBE2E2,negative
EFNB3,negative
DYRK2,negative
B3GAT3,negative
DRD5,negative
FLRT3,negative
ZBED8,negative
DENR,negative
KRT2,negative
H2AFY,negative
NUDT16L1,negative
CNOT1,negative
RBM6,negative
CIAO2B,negative
TNF,negative
CD14,negative
BORA,negative
HSCB,negative
FCSK,negative
CARD16,negative
KRTAP10-5,negative
CENPT,negative
CCNE1,negative
TRNT1,negative
PER2,negative
PRIMPOL,negative
CNPY2,negative
MAL,negative
AHSG,negative
MAGEA10,negative
PSMC3IP,negative
DDX4,negative
NSUN2,negative
TPGS2,negative
NDUFA4L2,negative
CPNE1,negative
TXNRD2,negative
SDHAF4,negative
CD276,negative
ZFP36,negative
ZNF83,negative
HCN1,negative
DVL2,negative
CHRNA1,negative
CDK5R2,negative
WAS,negative
TMC5,negative
ITGAE,negative
PWP2,negative
SNX11,negative
MED31,negative
RGS18,negative
RIPK1,negative
ZNF106,negative
C16orf54,negative
POGK,negative
KCNC2,negative
SERPINF2,negative
SERPINB5,negative
SOX21,negative
GAP43,negative
B2M,negative
ACSL4,negative
NOL9,negative
DUSP13,negative
NELFCD,negative
RIMS4,negative
TOR1AIP1,negative
LSM4,negative
LRP5,negative
ZNF282,negative
NCKAP5L,negative
RBIS,negative
ZIC2,negative
DAAM2,negative
ATP8A2,negative
USP48,negative
SMN1,negative
CNOT4,negative
COPG1,negative
DHRS12,negative
NANOS2,negative
ACLY,negative
NEK1,negative
DMC1,negative
WDR70,negative
HR,negative
ZPBP,negative
TMOD3,negative
NIBAN1,negative
ZBTB39,negative
INKA1,negative
KISS1R,negative
NPM2,negative
SYN3,negative
MROH7,negative
TCL1B,negative
CENPL,negative
NSUN3,negative
SLC1A3,negative
ACTN1,negative
RNASE12,negative
HAPLN3,negative
IFNW1,negative
FAM117A,negative
BACE1,negative
MXD1,negative
STUB1,negative
CSF2RB,negative
LIMS3,negative
ZC3H18,negative
EAF2,negative
ASCL2,negative
HIST1H2AA,negative
CSNK1A1,negative
RFPL4B,negative
MMAA,negative
ANKRD54,negative
CYP1A1,negative
PXMP4,negative
CXCR4,negative
RNFT1,negative
TMEM106B,negative
HDDC3,negative
MCM7,negative
ATP5MD,negative
DLGAP1,negative
TWF1,negative
TMSB10,negative
MALL,negative
COPS4,negative
FOXD1,negative
HSPA12B,negative
ARHGEF35,negative
SLC6A13,negative
HSD17B14,negative
SLFN13,negative
VIPAS39,negative
CD83,negative
FBXO38,negative
SOCS6,negative
ZFP90,negative
SNORC,negative
CEBPD,negative
GON4L,negative
FGFR1,negative
ZNF773,negative
NEDD8,negative
SGK1,negative
BPIFB2,negative
MYO19,negative
TMEM25,negative
MZT2B,negative
PKN3,negative
UBLCP1,negative
SIAH1,negative
CD300C,negative
SPRR4,negative
GOLGB1,negative
SEC24A,negative
RIMS1,negative
HIST1H1D,negative
PCDHGB4,negative
MECOM,negative
POLRMT,negative
KRT19,negative
PCM1,negative
SERPINC1,negative
CEMIP,negative
PCSK7,negative
TFG,negative
DBH,negative
ANKLE2,negative
CLDN1,negative
DPY19L3,negative
TMEM270,negative
IER3,negative
ZC3H15,negative
TPST1,negative
CCDC144NL,negative
SIGLEC11,negative
DHDDS,negative
ODR4,negative
PRAMEF17,negative
PITPNA,negative
CCR10,negative
LGALS9,negative
USP29,negative
B3GNT2,negative
DDX50,negative
NAF1,negative
GPR180,negative
EPHA5,negative
CDC34,negative
IFT52,negative
RAB10,negative
