gene,label
ZNF135,negative
BCAS4,negative
CFL1,negative
HP,negative
PCSK9,negative
CPAMD8,negative
PANK1,negative
CHADL,negative
ANO8,negative
ZNF211,negative
ACTL6A,negative
COASY,negative
RETREG2,negative
DSP,negative
CEACAM21,negative
CYTH2,negative
FGF17,negative
S100A13,negative
THUMPD2,negative
PDS5B,negative
RAB32,negative
AEBP1,negative
MTMR10,negative
ABHD17C,negative
ZNF234,negative
PAGR1,negative
SLC9A5,negative
RPS2,negative
EYA4,negative
HSD17B10,negative
ZNF197,negative
GATC,negative
TAC3,negative
SKIDA1,negative
NECTIN2,negative
SP7,negative
MEIS3,negative
WDR18,negative
ATP1B2,negative
AICDA,negative
CELSR1,negative
PRKAA2,negative
WDR89,negative
PRDM10,negative
ZRANB2,negative
ADAMTS6,negative
SERAC1,negative
DEPTOR,negative
THAP2,negative
ASL,negative
SIDT2,negative
BMP8B,negative
SLC12A5,negative
C8orf82,negative
UNK,negative
FAM89A,negative
DYRK3,negative
LRRC34,negative
COX17,negative
RAB15,negative
KMT2A,negative
E2F5,negative
IPP,negative
TRPM2,negative
C12orf50,negative
DYNLT1,negative
SLC16A3,negative
DNMT1,negative
TCAF1,negative
CD1E,negative
PAOX,negative
PLXNB2,negative
TRMT61A,negative
SYT7,negative
CLCNKA,negative
NCOA7,negative
ADAMTS4,negative
PRKD2,negative
TERF1,negative
LRRC70,negative
ZSCAN16,negative
RPP38,negative
KLF9,negative
CCDC106,negative
TMEM205,negative
DHX35,negative
RPP25L,negative
MELTF,negative
KDM2B,negative
KDM3A,negative
ITGA8,negative
KIF24,negative
PPM1B,negative
PTGER2,negative
SPSB1,negative
PANK3,negative
SELENOP,negative
P4HA2,negative
WARS2,negative
SAPCD1,negative
ABCA6,negative
ZNF624,negative
HIST1H2BM,negative
KDM5B,negative
XBP1,negative
LAMC1,negative
AIG1,negative
MTRF1,negative
MDM1,negative
FOXJ3,negative
CNTROB,negative
CDK11A,negative
HLA-DPB1,negative
HSPA2,negative
SLC9A2,negative
PACC1,negative
ANXA8,negative
EAPP,negative
LENG9,negative
MYO18B,negative
UBE2Q1,negative
ARIH1,negative
NIP7,negative
PTGDS,negative
LRCH4,negative
TOX2,negative
SLC25A29,negative
BRIP1,negative
VIT,negative
KLF16,negative
PLCH2,negative
WNT7B,negative
SNX5,negative
HMCES,negative
CHMP1B,negative
CNST,negative
KATNBL1,negative
CYTIP,negative
WDR86,negative
LOXL2,negative
PSMC5,negative
CDKL1,negative
MMRN1,negative
RDH11,negative
MFSD12,negative
ZNF398,negative
FAM193A,negative
RAB25,negative
DNAJC5B,negative
NOMO3,negative
C11orf65,negative
DNAH7,negative
C11orf58,negative
HELQ,negative
TXLNA,negative
ZSCAN29,negative
VAT1L,negative
CEP55,negative
HNRNPC,negative
C19orf47,negative
DPH3,negative
PPARD,negative
TRIM38,negative
CPLX1,negative
GNE,negative
LLCFC1,negative
ZBTB8OS,negative
LAMA3,negative
BRCA2,negative
FLII,negative
OTULINL,negative
E4F1,negative
PTPMT1,negative
STAT2,negative
NLRC5,negative
ZNF17,negative
LMAN1,negative
SMG6,negative
RSPH9,negative
KMT5C,negative
GTF2H2,negative
TIGD5,negative
ATXN7L3B,negative
CEP128,negative
PDE7A,negative
PSMB6,negative
SCMH1,negative
NDOR1,negative
CHST14,negative
IL11,negative
ACBD6,negative
DCTD,negative
CHAMP1,negative
FSCN1,negative
TBX6,negative
ATL3,negative
CORO2A,negative
ITGA3,negative
PGAP3,negative
HEY1,negative
COA6,negative
NLRP7,negative
NFATC1,negative
TAF5L,negative
CAMTA2,negative
EFNB3,negative
METTL16,negative
SPEF2,negative
NGLY1,negative
RNF215,negative
ACAT2,negative
FUT3,negative
HERC6,negative
RWDD2B,negative
VTN,negative
HLTF,negative
TMEM128,negative
THEMIS,negative
SAFB2,negative
HLA-DOB,negative
PGM3,negative
KCNA6,negative
VAT1,negative
TFRC,negative
ACADSB,negative
OGFOD1,negative
ANAPC13,negative
ENDOD1,negative
UBE2G1,negative
CD276,negative
TAX1BP1,negative
ZNF469,negative
VPS4A,negative
BCL2L15,negative
TM9SF4,negative
MAPK9,negative
PROS1,negative
FNBP4,negative
FERMT3,negative
ETV1,negative
PLCD1,negative
BBS12,negative
CACNA1B,negative
SMAD3,negative
MPIG6B,negative
ACTA2,negative
ACCS,negative
XKR8,negative
OS9,negative
DLGAP4,negative
IRAK4,negative
ERGIC3,negative
FRYL,negative
SERINC5,negative
NKX2-3,negative
TRIM5,negative
AP4M1,negative
TNFAIP8,negative
COX4I2,negative
PPFIBP2,negative
GSE1,negative
RGS2,negative
RTKN,negative
EIF3E,negative
SETD3,negative
NR5A1,negative
MCM7,negative
FITM1,negative
PGAP2,negative
PIGQ,negative
TMSB10,negative
SLC25A10,negative
ZNF226,negative
IFT43,negative
SNRPB2,negative
CYBC1,negative
FOXD1,negative
TAPBP,negative
F2R,negative
TECPR2,negative
SNX14,negative
EXOSC10,negative
MDGA1,negative
POLR2F,negative
TCAP,negative
SLC39A7,negative
FBXO38,negative
SLC7A2,negative
RNF44,negative
GON4L,negative
SLC35F5,negative
DPYSL2,negative
ERCC4,negative
CXXC5,negative
ZNF25,negative
UQCC2,negative
HERC1,negative
SCO2,negative
S100A4,negative
ZNF558,negative
SH2B1,negative
SV2B,negative
DGKG,negative
PNMA6A,negative
NR2C2AP,negative
MMAB,negative
TRIM67,negative
STXBP1,negative
STIP1,negative
GNAS,negative
SPIRE1,negative
EVPL,negative
ZFHX4,negative
TRIM65,negative
PSMG1,negative
DNAAF4,negative
CHURC1,negative
TRIM11,negative
SUCLA2,negative
SEMA6D,negative
CCR10,negative
N4BP1,negative
SAYSD1,negative
GABRB1,negative
PTER,negative
GRIN1,negative
RSPO2,negative
RAB10,negative
CLHC1,negative
MRGBP,negative
ZNF410,negative
SIX1,negative
TMCO1,negative
TP53I3,negative
URGCP,negative
MKNK2,negative
NME7,negative
TIMM8A,negative
VRK3,negative
IARS2,negative
KLF4,negative
FSIP1,negative
HLA-DRB1,negative
APOL2,negative
PABPC1,negative
ZSCAN23,negative
PCP4L1,negative
PLAA,negative
PHACTR3,negative
GRHPR,negative
TNFSF12,negative
MMP9,negative
NT5DC3,negative
ZBTB25,negative
EIF2B5,negative
DNAJA3,negative
COPS5,negative
ANKHD1,negative
COMP,negative
HKDC1,negative
PITHD1,negative
CARD8,negative
BCAN,negative
PCOLCE,negative
LGALS3BP,negative
C22orf39,negative
DSCC1,negative
SPATC1,negative
SIPA1L1,negative
NUP42,negative
TMPRSS3,negative
ELF2,negative
PYHIN1,negative
MTREX,negative
MSMO1,negative
STT3B,negative
EPHB2,negative
PLCB3,negative
ABCC9,negative
BTBD3,negative
CIAPIN1,negative
POLA2,negative
PSPN,negative
NEK2,negative
WDR59,negative
DOCK9,negative
UPK3A,negative
GPAT3,negative
HSPA4L,negative
LPIN2,negative
NUDT7,negative
TIAM1,negative
DDIT3,negative
KRT17,negative
CLEC3B,negative
PGC,negative
APOBEC2,negative
LZTR1,negative
HIGD1B,negative
ANGPTL2,negative
SLC22A5,negative
SNAPC3,negative
CLPP,negative
OGDH,negative
C2orf50,negative
C12orf43,negative
ZNF484,negative
CNTN1,negative
BOK,negative
NOXO1,negative
ELF1,negative
ACAD8,negative
S100A16,negative
PAM,negative
ASTN2,negative
GZMK,negative
DMXL2,negative
CAMK2N1,negative
PPP3R1,negative
GTPBP1,negative
GORASP2,negative
BTBD2,negative
NID2,negative
ZNF19,negative
TMEM248,negative
CAP1,negative
NFRKB,negative
PKD1,negative
PI4KB,negative
PNMA2,negative
TNFRSF1B,negative
ADA,negative
GRSF1,negative
MRPL20,negative
HIST2H2AC,negative
CEP135,negative
HIC1,negative
KCMF1,negative
TRIM41,negative
QTRT1,negative
ZNF561,negative
TOR1B,negative
KLHL2,negative
BTLA,negative
IMP4,negative
GGA1,negative
ILK,negative
NUB1,negative
ICE1,negative
CRCP,negative
TGOLN2,negative
KLHDC4,negative
SLC44A3,negative
TUBE1,negative
MYO9A,negative
RPAP3,negative
DHX33,negative
ZC3H12A,negative
HSPE1,negative
KIF4B,negative
PDP2,negative
PYCR2,negative
DNAJC6,negative
GFPT2,negative
PSMA3,negative
MITD1,negative
MICAL2,negative
LGR4,negative
CLEC7A,negative
RHPN1,negative
SPDYE2,negative
ALG9,negative
MPP2,negative
GOLIM4,negative
NCKAP5,negative
RAB39A,negative
TMEM8B,negative
HSD17B4,negative
MACF1,negative
SPCS1,negative
PEX12,negative
IMPDH2,negative
FNTB,negative
WASHC2A,negative
RARS,negative
TRMT61B,negative
CNIH1,negative
UFD1,negative
TMPRSS12,negative
TSSC4,negative
SDHB,negative
SIPA1,negative
AMOTL1,negative
SAP30,negative
KCNJ5,negative
ITPA,negative
MINPP1,negative
LIPT1,negative
ANK1,negative
CARD11,negative
RPS19,negative
RPUSD2,negative
TBC1D22B,negative
ACSL1,negative
GOLGA8B,negative
GPER1,negative
DRC7,negative
RNF217,negative
CCDC96,negative
U2AF2,negative
PRTN3,negative
VSIR,negative
COPS7B,negative
ZBTB44,negative
XPO7,negative
HOXB3,negative
PISD,negative
GPATCH1,negative
SDF2L1,negative
NPL,negative
BTNL3,negative
ST7L,negative
ITLN1,negative
PABPC1L,negative
EIF4E,negative
ZC3H7B,negative
NOXA1,negative
ATAT1,negative
SNX18,negative
DYNC2LI1,negative
EPHB1,negative
SCN8A,negative
USP10,negative
FASN,negative
NUDT8,negative
PRELP,negative
ABCA3,negative
SEPSECS,negative
C19orf12,negative
JUP,negative
SIRPB1,negative
SERPINH1,negative
LAMTOR3,negative
NAPEPLD,negative
SNRNP200,negative
ARHGEF1,negative
AURKAIP1,negative
FITM2,negative
PRPF40B,negative
RAB26,negative
ZMYM6,negative
PPFIBP1,negative
STAU1,negative
HIST1H3I,negative
ENPEP,negative
NAGLU,negative
RNF222,negative
LRRC7,negative
KAT6B,negative
SLC39A6,negative
PLK4,negative
CRABP1,negative
ASPRV1,negative
IGF1,negative
TRPV1,negative
WWP1,negative
NOTCH2,negative
SEC23A,negative
VKORC1,negative
DUOXA1,negative
RPA3,negative
DHH,negative
ARHGEF28,negative
MYBPC3,negative
LY6G5B,negative
AK1,negative
CHEK2,negative
GRM2,negative
EXT1,negative
RNU1-1,negative
CFB,negative
PSMB5,negative
ACTB,negative
ANKS1A,negative
TRIM2,negative
ZZZ3,negative
LRRC28,negative
DNAJB6,negative
POLR2A,negative
C4BPB,negative
TRMT13,negative
PSMB1,negative
MDN1,negative
ZMAT2,negative
PARP2,negative
MRPL57,negative
DST,negative
UNC5C,negative
GLDC,negative
BROX,negative
RAE1,negative
HIF1AN,negative
SF1,negative
MAST2,negative
GMEB1,negative
PNPLA1,negative
DDX42,negative
STX12,negative
UTP25,negative
EFNA4,negative
P2RY11,negative
CIPC,negative
RPS17,negative
STN1,negative
CFLAR,negative
MCRIP2,negative
GALNT11,negative
XYLT2,negative
OLA1,negative
ARF4,negative
DDX49,negative
FCHO2,negative
ARRDC4,negative
RWDD2A,negative
UBXN2B,negative
SWT1,negative
SGSM2,negative
ARNTL,negative
LENG1,negative
HMCN1,negative
MRPS18A,negative
AMFR,negative
NAT8,negative
ADRA1D,negative
IMMP1L,negative
TTC12,negative
NFYA,negative
ZNF808,negative
NDUFS3,negative
UTS2,negative
GBF1,negative
ASB14,negative
AMN,negative
PDSS2,negative
ITGB4,negative
PPP2R3A,negative
CLEC1A,negative
GRID1,negative
TMIGD2,negative
SEMA4D,negative
MAP3K11,negative
SLC17A5,negative
MANEAL,negative
HACD2,negative
MCMDC2,negative
LSMEM2,negative
MRM3,negative
GAB1,negative
PRTG,negative
VPS13D,negative
CRYGD,negative
ERP27,negative
LY6G6C,negative
SLC36A3,negative
PUS10,negative
NHLRC2,negative
GREB1L,negative
SEC24B,negative
SSSCA1-AS1,negative
HLA-DOA,negative
SEMA6A,negative
GOLM1,negative
CBY1,negative
L3MBTL4,negative
CATSPERG,negative
LGALSL,negative
RAB30,negative
GPS1,negative
CPE,negative
NEK9,negative
MGAT4A,negative
LRRC40,negative
EHD1,negative
ABRAXAS2,negative
MCAM,negative
SGCB,negative
KIF6,negative
DNASE1L2,negative
PPP1CC,negative
SV2C,negative
RFXANK,negative
PCDH17,negative
PLXDC2,negative
FAM151A,negative
FAM86C1,negative
ANXA7,negative
RELT,negative
PRPF19,negative
GPRIN1,negative
ZBED3,negative
CDH5,negative
FXR2,negative
MPP5,negative
HFM1,negative
AKR7A3,negative
PTPRK,negative
CACNA1H,negative
SPATA12,negative
TMEM236,negative
ZFP69B,negative
SLC5A6,negative
MROH6,negative
LIMK1,negative
BMF,negative
ESR1,negative
SOCS3,negative
ESCO2,negative
GCA,negative
MRPL9,negative
INTS3,negative
PCF11,negative
TMEM59,negative
AARS,negative
CDCP1,negative
KIAA0825,negative
ADRA2A,negative
TNFRSF14,negative
PAPSS1,negative
SEC22A,negative
CCRL2,negative
MAML2,negative
UBN1,negative
SLC25A19,negative
WAPL,negative
FCER1G,negative
RAD17,negative
PIK3R2,negative
FCMR,negative
ANKZF1,negative
MRPS10,negative
TMEM42,negative
DAZAP2,negative
NR2C2,negative
SNX9,negative
PLCXD2,negative
PSMB4,negative
PSMB2,negative
UBR3,negative
SMC1B,negative
SOS1,negative
GPAM,negative
STARD10,negative
TRAM1,negative
CBWD3,negative
DGKD,negative
RPL37,negative
MTFR1,negative
H2AFJ,negative
C4orf48,negative
SOWAHA,negative
YWHAB,negative
ELF5,negative
ENGASE,negative
RNF123,negative
NR1I3,negative
MYCN,negative
ZNF727,negative
TNR,negative
EXTL2,negative
TMEM9,negative
ZDHHC12,negative
TMEM80,negative
VEGFA,negative
MXD4,negative
ATP5MC1,negative
CAMSAP3,negative
TRMT11,negative
RAB39B,negative
NPTN,negative
LAMB2,negative
CLIC6,negative
PSMB9,negative
FBL,negative
AP2S1,negative
RBM12B,negative
CD5,negative
DCUN1D3,negative
STYXL1,negative
RGL4,negative
RBM6,negative
GJA5,negative
EIF6,negative
ZNF202,negative
SCPEP1,negative
POLR2C,negative
PQBP1,negative
LRPAP1,negative
TNIP3,negative
STARD13,negative
CD33,negative
SOD1,negative
TMEM41A,negative
CHDH,negative
TMEM245,negative
THAP6,negative
BTBD11,negative
KCNAB3,negative
MED31,negative
RUNX2,negative
YTHDF2,negative
C12orf45,negative
RIPK1,negative
NOS1AP,negative
HSPA12A,negative
ZNF485,negative
CCDC17,negative
ZNF155,negative
BIRC5,negative
SPCS2,negative
TCF20,negative
SCIMP,negative
PPP1R11,negative
CEP295,negative
MUC20,negative
FNDC11,negative
CST6,negative
CAVIN4,negative
METTL3,negative
HPR,negative
ALAD,negative
ALS2,negative
DNAJB12,negative
FOXD4L6,negative
GDAP1,negative
BYSL,negative
NRXN1,negative
NMI,negative
PCSK1,negative
ZNF85,negative
HLA-A,negative
C1orf162,negative
FAM83G,negative
COA8,negative
RAB35,negative
C4A,negative
PTGS1,negative
PDE6G,negative
EIF2B2,negative
FTH1,negative
MRPS11,negative
TC2N,negative
SPACA4,negative
MTMR12,negative
KCNQ4,negative
SLMAP,negative
FAM120AOS,negative
JAGN1,negative
RAG1,negative
TMEM256,negative
CDH23,negative
UQCRH,negative
SIRPA,negative
WDYHV1,negative
GNG13,negative
E2F8,negative
VPS51,negative
EAF1,negative
ATP8B2,negative
HIST1H2BC,negative
ARL5B,negative
ABI3,negative
TXNL4B,negative
SLFN13,negative
CTSG,negative
MRPL52,negative
MAPK3,negative
NDST1,negative
APH1B,negative
LSM12,negative
FLVCR2,negative
PKN3,negative
TRAFD1,negative
ASF1A,negative
HNRNPA0,negative
BTBD6,negative
KHDC4,negative
PPP2R5A,negative
EVI2A,negative
LTF,negative
ZKSCAN5,negative
TSPAN31,negative
CREB5,negative
CFAP53,negative
LAPTM4B,negative
ACVR2A,negative
TMEM258,negative
ZSCAN20,negative
ITPKA,negative
HIST1H3D,negative
CLDN12,negative
RAET1E,negative
MAFK,negative
KCTD18,negative
UBXN11,negative
SRBD1,negative
CREBL2,negative
MPPED2,negative
SEC14L5,negative
MDC1,negative
PCDH1,negative
PFN2,negative
IL15,negative
ENDOV,negative
USHBP1,negative
DNAH3,negative
KLHDC3,negative
DPH1,negative
GOLGA7,negative
TCFL5,negative
SLC25A5,negative
HRNR,negative
ST8SIA5,negative
ZNF224,negative
ABHD4,negative
GK5,negative
GOLT1B,negative
GRIN2A,negative
NUP50,negative
TUSC3,negative
GNAQ,negative
USP36,negative
PRRC1,negative
DNAJA1,negative
SYNGR4,negative
CUL7,negative
NEMF,negative
BICRAL,negative
PGAP1,negative
MDM4,negative
FAM153A,negative
MARCKS,negative
KMT5A,negative
CHD6,negative
BCL7B,negative
MS4A7,negative
COL1A1,negative
MYOF,negative
PARS2,negative
SHE,negative
SLC14A2,negative
CDK9,negative
NTNG1,negative
TSPAN7,negative
AACS,negative
PPWD1,negative
STON2,negative
SLC47A1,negative
H2AFY2,negative
UCHL5,negative
UBXN4,negative
DHRS7B,negative
CCDC43,negative
GSDMA,negative
MSH5,negative
TAF4,negative
DOCK4,negative
RNF146,negative
TIMM44,negative
RNPS1,negative
ABHD12,negative
STAT1,negative
IL23R,negative
PLA2G12A,negative
THBS4,negative
ZNF75A,negative
COL4A5,negative
INO80C,negative
TRIM56,negative
TRMT12,negative
RPS9,negative
RADIL,negative
DPAGT1,negative
TMED7,negative
DET1,negative
PHF5A,negative
RAB18,negative
ZNF559,negative
CHL1,negative
DOK1,negative
FAAH,negative
IFIT3,negative
CPM,negative
FASTKD1,negative
ABCG8,negative
RALBP1,negative
FAM193B,negative
NR1D1,negative
SNRPD3,negative
DHPS,negative
PWWP2B,negative
HIST1H4D,negative
PIK3AP1,negative
TPI1,negative
FKBP2,negative
TSC2,negative
SHPK,negative
SLIT2,negative
TM9SF1,negative
DNAJC17,negative
CTCFL,negative
TBXA2R,negative
MAPKAP1,negative
ZMYND10,negative
C19orf73,negative
NELL2,negative
KCNAB2,negative
AP1S1,negative
TLNRD1,negative
ACP6,negative
ANKRD13A,negative
RNF144B,negative
LARP4,negative
CREBRF,negative
LDLR,negative
EIF3A,negative
TRPC6,negative
JOSD1,negative
EEF1AKMT1,negative
NXPH3,negative
B3GLCT,negative
RHBDL3,negative
SPRY4,negative
PPP3CA,negative
SHISA3,negative
SMG5,negative
SLC4A2,negative
ANKRD53,negative
GABPB1,negative
PI3,negative
ZNF296,negative
CPEB4,negative
STAC,negative
AGGF1,negative
CRYM,negative
CD79B,negative
RTN4IP1,negative
GPR61,negative
OVOL1,negative
JPH1,negative
ABHD10,negative
STBD1,negative
LRRC8E,negative
CD8B,negative
TFDP2,negative
UVSSA,negative
PLEKHF1,negative
STOX2,negative
HECTD1,negative
SERPINF1,negative
CAPN15,negative
SLC4A10,negative
NDUFAF1,negative
MAP3K4,negative
DAPK3,negative
PLP1,negative
TSG101,negative
UQCRFS1,negative
H3F3A,negative
SPTLC3,negative
RASSF6,negative
TP53INP1,negative
OAS1,negative
EPRS,negative
FAM222B,negative
FOCAD,negative
SNCG,negative
PPFIA1,negative
SIAE,negative
SBF2,negative
HOXB2,negative
TMEM70,negative
KIAA0586,negative
STEAP1,negative
AHDC1,negative
OTX1,negative
PRMT1,negative
SARS,negative
SAMD3,negative
MYO5C,negative
REEP3,negative
PARD6A,negative
METTL9,negative
ECM1,negative
USH2A,negative
TESPA1,negative
RDH5,negative
ID3,negative
CEP350,negative
ZDHHC16,negative
BMP4,negative
GULP1,negative
LRRC42,negative
GGT1,negative
PHLDB2,negative
ZFPL1,negative
POU2F2,negative
MRPL3,negative
TCP10L,negative
TPPP,negative
TAOK2,negative
LYVE1,negative
CCN6,negative
MGAM,negative
CABIN1,negative
STARD3,negative
ARHGAP45,negative
NACA2,negative
RND3,negative
TMEM255B,negative
SENP6,negative
NSMAF,negative
SMOC1,negative
NDUFS6,negative
RNF32,negative
FAM3C,negative
GPR143,negative
TOR4A,negative
CIZ1,negative
NCSTN,negative
ADAT2,negative
HMG20B,negative
MCM3AP,negative
ZSCAN5A,negative
BACE2,negative
LTN1,negative
MYBPH,negative
PRDM12,negative
TLE6,negative
ALDH8A1,negative
PHAX,negative
TXNIP,negative
TTC39B,negative
SAMSN1,negative
C2CD6,negative
HGH1,negative
RNF31,negative
GIGYF1,negative
