gene,label
HOXC13,negative
FNIP2,negative
COPS7B,negative
HOXB3,negative
ZNF721,negative
SLC19A3,negative
ADAM15,negative
AKIRIN1,negative
SUSD3,negative
MDFI,negative
HCCS,negative
ACAP3,negative
SFT2D3,negative
CACNG3,negative
XPO4,negative
MAP7,negative
SLC44A1,negative
SLC18A2,negative
SLC25A41,negative
RELL2,negative
ABHD8,negative
ATP9A,negative
C4orf3,negative
PLPPR4,negative
MAK16,negative
CYP2E1,negative
CCDC85A,negative
CYGB,negative
ID4,negative
TESPA1,negative
BTNL8,negative
ANKRD29,negative
HESX1,negative
CARNS1,negative
CHN2,negative
CCDC181,negative
IKBKE,negative
RHOC,negative
CD209,negative
MAP3K21,negative
TP53,negative
NACA2,negative
SMPD4,negative
H3F3C,negative
SIRT3,negative
EXOC1,negative
KIR3DL2,negative
CHADL,negative
CCDC174,negative
PARPBP,negative
ZW10,negative
PLXNB1,negative
BRK1,negative
BHMT2,negative
BTD,negative
ANXA13,negative
GAD1,negative
GAN,negative
CCR2,negative
ABHD17C,negative
TACO1,negative
SEC23IP,negative
SGO2,negative
C1orf105,negative
ANKS1A,negative
PRR12,negative
NOP2,negative
LMAN1L,negative
IFNA7,negative
ASS1,negative
C1orf50,negative
CDH3,negative
CHD8,negative
DPH7,negative
CXCR1,negative
ELOA,negative
RILPL2,negative
CHCHD10,negative
BAIAP2,negative
ABCG1,negative
SERTM1,negative
UBN2,negative
LYN,negative
CCDC60,negative
RNF135,negative
ADAR,negative
ANGEL1,negative
PCDH15,negative
NBR1,negative
ESYT1,negative
PSMC2,negative
AOX1,negative
CYP1B1,negative
PIK3C3,negative
C8orf82,negative
AVPI1,negative
LMO7,negative
PIWIL1,negative
ATP5F1E,negative
RAB15,negative
FSD2,negative
C1orf87,negative
ADIPOQ,negative
TCAF1,negative
KERA,negative
CCNT1,negative
PRSS50,negative
KCNJ6,negative
DTD1,negative
TINAGL1,negative
HSF2BP,negative
JCAD,negative
CLCNKA,negative
YARS2,negative
FBXL3,negative
KLHL41,negative
ANKIB1,negative
BZW1,negative
AUNIP,negative
OR51B4,negative
APOE,negative
RASGEF1C,negative
IL10RA,negative
SLC30A10,negative
COX14,negative
MAGOHB,negative
LARP1B,negative
GALNT9,negative
GJA3,negative
GAS8,negative
TTC37,negative
SLC39A9,negative
PRTG,negative
IFIH1,negative
GOSR1,negative
PTPN13,negative
ZNF839,negative
FOXN3,negative
SERPINB12,negative
PPIL2,negative
PRR14,negative
KDM3A,negative
PDGFC,negative
OOSP2,negative
ARHGAP27,negative
TMEM230,negative
RPL23,negative
EPDR1,negative
MEOX1,negative
SLC39A11,negative
ATOX1,negative
SCRN3,negative
ACTN4,negative
BGLAP,negative
ZNF793,negative
ABRAXAS2,negative
MKRN2,negative
ACTR3,negative
GLI4,negative
THOC1,negative
FLACC1,negative
ZNF629,negative
EYA2,negative
RAMP1,negative
RNF141,negative
FLG2,negative
CALM1,negative
LACTB2,negative
KCNJ11,negative
AFM,negative
KCNJ1,negative
MPC1,negative
RIT2,negative
CAPN1,negative
STX7,negative
LRP5L,negative
SPATA12,negative
CDYL,negative
TACSTD2,negative
PLEKHA1,negative
SGCZ,negative
CYP11B1,negative
JCHAIN,negative
RYR3,negative
IQUB,negative
GCA,negative
MBD2,negative
TRIM72,negative
RERG,negative
EXD2,negative
CXXC1,negative
LYPLA1,negative
SEC22A,negative
UNC79,negative
MT1M,negative
RHBDL2,negative
NUMA1,negative
ETV3,negative
METTL21C,negative
AVPR1B,negative
HSD17B2,negative
GNAI1,negative
PLAAT3,negative
WDR91,negative
NR5A2,negative
SKA2,negative
PRDM14,negative
CREB3L3,negative
COQ6,negative
CHD2,negative
DCAF10,negative
IL10,negative
ZSCAN29,negative
CASKIN2,negative
MTA2,negative
GPN3,negative
RPGRIP1L,negative
ZNF529,negative
KTI12,negative
MRPS10,negative
CTNNBL1,negative
NT5C1B,negative
ABCC2,negative
TFAP4,negative
TEX45,negative
NAA40,negative
HGD,negative
AAK1,negative
CPA6,negative
GLIPR1,negative
SCAF8,negative
PLEKHJ1,negative
GLIS1,negative
TRAM1,negative
STARD10,negative
CALCA,negative
GPR108,negative
MCCC1,negative
SMG6,negative
ANXA2P2,negative
LMNB1,negative
ZNF354B,negative
GRIA3,negative
COL8A2,negative
RLF,negative
UNC45A,negative
NEK7,negative
SUFU,negative
CLEC14A,negative
SUZ12,negative
EPB41L4A,negative
LGR5,negative
GP9,negative
FOLH1B,negative
R3HCC1,negative
KRT36,negative
USP37,negative
ATP5MC1,negative
NIT2,negative
EDN3,negative
PTGER1,negative
TMEM17,negative
ITGAL,negative
DCUN1D3,negative
KRT31,negative
CHRNE,negative
RUNX3,negative
ITPKB,negative
GJA5,negative
ATP6V1C1,negative
CITED4,negative
ANP32B,negative
BCL2L13,negative
MXRA8,negative
S100A2,negative
KIF19,negative
HLA-DOB,negative
ADD3,negative
TERT,negative
NDP,negative
IFNGR1,negative
BAG3,negative
ZNF264,negative
CD33,negative
MAPK10,negative
CYP2W1,negative
GPX2,negative
LPAR1,negative
CAMKK2,negative
KCNAB3,negative
TM4SF19,negative
PPP1R3G,negative
DUSP13,negative
FNDC11,negative
CA4,negative
UNG,negative
PRMT3,negative
OR6B3,negative
UAP1,negative
PHKG2,negative
NCKAP5L,negative
RBM8A,negative
PLA2G7,negative
BBS12,negative
QRICH2,negative
USP48,negative
PFDN4,negative
THRAP3,negative
PRAMEF4,negative
CERS3,negative
FAM3B,negative
LAMP1,negative
CDC73,negative
DLGAP4,negative
TNFAIP8L2,negative
ZNF182,negative
TRAPPC8,negative
FRYL,negative
IRF2BP1,negative
NOB1,negative
MTF1,negative
GHRH,negative
PRAMEF8,negative
PRUNE1,negative
EPHA1,negative
RAB35,negative
CDC37L1,negative
SMC3,negative
GMPPB,negative
STUB1,negative
MYO15A,negative
SIGMAR1,negative
CNN3,negative
CA9,negative
CCR4,negative
POLK,negative
CHORDC1,negative
FAM218A,negative
ZNF24,negative
APOA1,negative
AP1G1,negative
FITM1,negative
TAF1D,negative
MYL7,negative
OSR1,negative
ARHGEF26,negative
CIB3,negative
SYT16,negative
IGSF9,negative
INCA1,negative
DPF3,negative
SUCNR1,negative
PPP6R3,negative
MRE11,negative
CELA3A,negative
MPRIP,negative
ADARB2,negative
APLNR,negative
MYO16,negative
MED15,negative
SCGB1D2,negative
FAM111B,negative
CEBPD,negative
DDB1,negative
RNF4,negative
DBNDD2,negative
SLC30A8,negative
LTBR,negative
PARP6,negative
IFNB1,negative
HIST1H1D,negative
CLDN3,negative
BTBD6,negative
FGF18,negative
MTDH,negative
SH2B1,negative
PDF,negative
SOX5,negative
SRGAP1,negative
PIAS2,negative
GDF15,negative
STRN4,negative
PPP1R9A,negative
FOXO3B,negative
PHYHIP,negative
DNAL1,negative
SPIRE1,negative
YIPF2,negative
NOTCH4,negative
TERF2,negative
SLAMF1,negative
GABRB1,negative
TBL2,negative
NRXN2,negative
VARS2,negative
OR14I1,negative
SRBD1,negative
