gene,label
ZFAND3,negative
EIF3A,negative
ILK,negative
METTL5,negative
KLRG2,negative
CLEC2L,negative
CHRDL1,negative
SECISBP2,negative
CEP162,negative
RNASEL,negative
NAXE,negative
PDCD2,negative
SHOC1,negative
RPS25,negative
SH3PXD2B,negative
RAC2,negative
WFS1,negative
ACAP1,negative
NOSIP,negative
BMPR1A,negative
SEPHS2,negative
STRN,negative
CD84,negative
CFAP57,negative
BVES,negative
AZI2,negative
KIAA0930,negative
EFNA3,negative
PEX6,negative
ANKRD40,negative
EFR3A,negative
FNTB,negative
SYCE3,negative
RGS4,negative
ZNF618,negative
KANSL3,negative
CXCL8,negative
HSPA13,negative
TULP3,negative
SMCR8,negative
BBS5,negative
AMOTL1,negative
MICB,negative
ANO1,negative
ERF,negative
DBN1,negative
CDC26,negative
RPUSD2,negative
TUBGCP5,negative
PIK3R3,negative
GNPTG,negative
CDSN,negative
TRUB1,negative
USP13,negative
RCOR1,negative
RPL7,negative
PPME1,negative
SLC9A4,negative
POLN,negative
CNOT2,negative
HTR7,negative
FOCAD,negative
INSL3,negative
PIWIL2,negative
PARP8,negative
HNF4A,negative
HOXB2,negative
TFF1,negative
TEKT2,negative
GPR17,negative
DIAPH3,negative
AMY2B,negative
ELAC1,negative
FAM178B,negative
FAM102A,negative
CELA2B,negative
LILRB5,negative
SLC18A2,negative
SULT1A2,negative
TP53I11,negative
ZNF426,negative
MMP23B,negative
CRLF1,negative
ZNF131,negative
ILF2,negative
GNGT1,negative
IFNA4,negative
PTX3,negative
ECM1,negative
USH2A,negative
SLC27A5,negative
ANAPC5,negative
DAGLA,negative
KLC1,negative
UGGT2,negative
C2orf42,negative
DENND5A,negative
KCTD4,negative
PWP1,negative
MYBPC2,negative
NHLH2,negative
VPS13B,negative
BAD,negative
KCNQ1,negative
OCIAD1,negative
MRPL34,negative
API5,negative
FBLN7,negative
SCNN1B,negative
RPS20,negative
ATP5F1C,negative
IBTK,negative
CCN6,negative
PPP1R2,negative
PMP2,negative
VAV1,negative
DYRK4,negative
NACA2,negative
NLRP4,negative
BBS7,negative
RFC2,negative
FRZB,negative
MRPS26,negative
CYB561A3,negative
TONSL,negative
P2RY6,negative
C12orf4,negative
BAZ2B,negative
PARVA,negative
TET1,negative
HP,negative
CPAMD8,negative
CDH20,negative
LILRB1,negative
DMBT1,negative
GFPT1,negative
ZKSCAN8,negative
SCG5,negative
TMEM267,negative
KLK10,negative
SIRPG,negative
COG7,negative
CALML3,negative
FGF17,negative
THUMPD2,negative
ORMDL1,negative
RNF145,negative
SDF4,negative
THAP8,negative
CDO1,negative
ALDH8A1,negative
MYO1G,negative
RPS12,negative
ADSS,negative
PPP1R12B,negative
RPL36,negative
STK33,negative
SEC23IP,negative
RNASE6,negative
MAP3K12,negative
ADAT3,negative
BST1,negative
ZZZ3,negative
TSC1,negative
RORA,negative
TOB1,negative
NECTIN2,negative
NUP54,negative
MC3R,negative
FANCD2,negative
EPHA7,negative
DNPEP,negative
RSAD2,negative
TLL1,negative
COX18,negative
ZBTB49,negative
SF1,negative
OAT,negative
CCL3,negative
SPTB,negative
NPRL2,negative
TNFRSF13B,negative
EFNA4,negative
CCK,negative
PRKAA2,negative
FAM71F2,negative
ZNF404,negative
ZNF114,negative
PLEKHG4B,negative
MOB1B,negative
ZNF18,negative
UBA1,negative
ZFP14,negative
HMGCS2,negative
CDHR2,negative
GRID2,negative
WSB2,negative
SERAC1,negative
DUSP14,negative
HS3ST2,negative
GALNT11,negative
LIX1L,negative
VMP1,negative
DGKB,negative
NUPR1,negative
FAM110B,negative
TRIP10,negative
MTTP,negative
LMO7,negative
ZNF746,negative
PP2D1,negative
WNK4,negative
CCDC190,negative
EPS8L1,negative
ADGRL2,negative
ZNF785,negative
HCFC1R1,negative
RSF1,negative
EEF1A1,negative
TOB2,negative
PRPF38A,negative
SRCAP,negative
ACHE,negative
CHMP2A,negative
BTG4,negative
C12orf50,negative
WFDC1,negative
MMS22L,negative
SAC3D1,negative
ADIPOQ,negative
CCNT1,negative
TREML1,negative
ZBTB8A,negative
ACOT7,negative
CDKN2C,negative
TINAGL1,negative
SLC35E3,negative
UBE2D3,negative
ABHD16B,negative
CCM2,negative
TUBB8,negative
SLC20A2,negative
CCDC113,negative
FKTN,negative
CBX2,negative
AMTN,negative
ZNF567,negative
NOP58,negative
NLGN2,negative
TMIGD2,negative
MRM1,negative
FMN2,negative
MICU3,negative
S100A7A,negative
C6orf136,negative
RASGEF1C,negative
TRIM37,negative
HERC2,negative
NME2,negative
SH3BGRL3,negative
APRT,negative
SPACA1,negative
TBC1D31,negative
KRT20,negative
CACNA1S,negative
WNT5A,negative
LRRC45,negative
STMN1,negative
SYNJ2BP,negative
RICTOR,negative
PPP1R3C,negative
KARS,negative
KDM3A,negative
LEMD2,negative
C3orf67,negative
SYT5,negative
GSG1L,negative
INF2,negative
PDHX,negative
C9orf43,negative
TBC1D5,negative
TENT5C,negative
LRIG2,negative
CAB39L,negative
ZNF92,negative
MTMR11,negative
GFRA4,negative
PTPRQ,negative
SAAL1,negative
PBK,negative
CYP26B1,negative
EN1,negative
PDAP1,negative
OR1E2,negative
RFXANK,negative
MC2R,negative
ST8SIA6,negative
CTDSPL2,negative
DSN1,negative
ECH1,negative
IL2RG,negative
POLH,negative
RNF133,negative
C3orf70,negative
PAQR3,negative
ZNF324,negative
GNA14,negative
TSR3,negative
DIS3L,negative
PCOLCE2,negative
RBMS3,negative
RNF144A,negative
RPH3A,negative
CD40LG,negative
HNMT,negative
ZNF772,negative
SULT1A1,negative
UCKL1,negative
PSG11,negative
NLRP6,negative
UGT8,negative
CIB2,negative
ADPRH,negative
SPATA12,negative
AFF3,negative
TMPRSS11A,negative
NRG2,negative
LYRM1,negative
BRDT,negative
ANAPC16,negative
SAMM50,negative
OTUD4,negative
TUBAL3,negative
CCNO,negative
SLC2A5,negative
RPRD2,negative
CYP11B1,negative
LRCH1,negative
SELENON,negative
TRIM59,negative
FLG,negative
TAB1,negative
SPTA1,negative
PTGER3,negative
RBPJ,negative
MRPL27,negative
TMEM252,negative
ZNF771,negative
ATCAY,negative
ACAN,negative
HIST1H4G,negative
RAMAC,negative
RPS15A,negative
GRM3,negative
LNPK,negative
KATNBL1,negative
PGRMC2,negative
BNC1,negative
PDE8A,negative
CTRC,negative
NXPH2,negative
SERPINE1,negative
RDH11,negative
SLC25A37,negative
GABPB2,negative
HSD17B2,negative
HMGB4,negative
RSAD1,negative
SAXO1,negative
MED12L,negative
CCT5,negative
BRWD1,negative
TLCD3B,negative
IL33,negative
TCF25,negative
LAMA4,negative
ALX3,negative
LCLAT1,negative
VPS39,negative
MORF4,negative
IDH3A,negative
SLC4A7,negative
SEC24C,negative
C19orf47,negative
EBI3,negative
LPCAT3,negative
LCAT,negative
SYT15,negative
MAP1B,negative
LRRN4,negative
COBL,negative
CPLX1,negative
IRX3,negative
HCRT,negative
CD99P1,negative
GABRG1,negative
CNOT11,negative
CKAP2L,negative
PON1,negative
PKP3,negative
ZMYND19,negative
CPA6,negative
EIF2S3,negative
NTF3,negative
GCFC2,negative
CYSRT1,negative
UTP11,negative
SYF2,negative
RNF152,negative
PPP1R12C,negative
ZNF384,negative
SPATA4,negative
HBM,negative
RPL6,negative
FGF12,negative
PDHA2,negative
CTBP2,negative
AHCTF1,negative
IFRD2,negative
MAJIN,negative
PRDM6,negative
DNAJC27,negative
PTPRS,negative
MFSD8,negative
MRPL53,negative
NGF,negative
SENP7,negative
XIRP1,negative
CDV3,negative
RBM47,negative
CC2D2B,negative
CSN3,negative
ZNF443,negative
PILRB,negative
BNIP1,negative
ZNF675,negative
ETAA1,negative
NIM1K,negative
PPT2,negative
C2CD2L,negative
HLA-C,negative
ZGRF1,negative
LYPD3,negative
FREM2,negative
MCM8,negative
NFATC3,negative
PARD3B,negative
TRMT11,negative
GOLPH3L,negative
COA6,negative
TMEM17,negative
SHMT2,negative
EXOC3L2,negative
PSMB9,negative
GFI1B,negative
SYNJ2,negative
GPRC5D,negative
MBIP,negative
EXOC2,negative
NCLN,negative
ZBED8,negative
EIF4A1,negative
PNPLA3,negative
PSMA2,negative
ANKRD65,negative
RBM6,negative
CTH,negative
TSPAN13,negative
CHRNB4,negative
SBDS,negative
S100A2,negative
MTHFS,negative
MOB1A,negative
CCNE1,negative
UBE2D4,negative
NLRP5,negative
STPG2,negative
TERT,negative
RFTN1,negative
KLHL42,negative
FBXL13,negative
GPR25,negative
ZNF471,negative
FANCE,negative
ZNF264,negative
RDX,negative
HEATR5B,negative
CD81,negative
ZNF90,negative
TMEM63C,negative
UBE2L6,negative
LPAR1,negative
MFAP1,negative
LZTS2,negative
LRRC37B,negative
GATD1,negative
GCC2,negative
WDR49,negative
ZFP62,negative
VWA2,negative
TIMM21,negative
SORCS3,negative
CALU,negative
SPCS2,negative
MYLK4,negative
SGIP1,negative
SCIMP,negative
SERTAD4,negative
BRMS1,negative
SHBG,negative
ADGRA3,negative
EIF4E2,negative
ZBED6CL,negative
SLC13A2,negative
PRMT6,negative
ARHGEF25,negative
OSCP1,negative
SLC35G1,negative
TPCN1,negative
LOXHD1,negative
TNS1,negative
PDE1A,negative
CD3EAP,negative
NDE1,negative
B4GALNT4,negative
TTC3,negative
SNHG3,negative
ERGIC3,negative
MAPK7,negative
DERL2,negative
NRXN1,negative
PCDHA8,negative
FBXO40,negative
PROSER1,negative
EMCN,negative
MCL1,negative
NUTF2,negative
GSTM3,negative
DDX31,negative
JAG2,negative
NKX2-3,negative
KLRC3,negative
PIK3IP1,negative
PCARE,negative
SMPDL3B,negative
ACTN1,negative
ALDH3A1,negative
TRIM5,negative
MARCH7,negative
MTCH1,negative
PCID2,negative
RDH12,negative
PPP1R14D,negative
CCDC84,negative
MYO15A,negative
TRMT10C,negative
MMADHC,negative
ADGRB3,negative
CCDC85B,negative
NRDE2,negative
GPATCH8,negative
C10orf62,negative
PTH1R,negative
RTN4RL2,negative
MAGEA12,negative
ZNF784,negative
YBEY,negative
ABCG5,negative
LGALS9B,negative
PLA2G4E,negative
ARHGEF4,negative
TRAPPC2L,negative
C16orf46,negative
VANGL1,negative
RAD52,negative
FAM13B,negative
KLF11,negative
ABI3,negative
LMBRD1,negative
TUBB1,negative
HSD11B2,negative
ADNP,negative
TRIM25,negative
MRE11,negative
REXO2,negative
GRHL3,negative
PSMD13,negative
ZG16B,negative
LACC1,negative
FAM135A,negative
SUPT4H1,negative
MDK,negative
UBA5,negative
CDK17,negative
CYP3A5,negative
TMUB1,negative
MAPRE3,negative
SIAH1,negative
DLL1,negative
LGALS13,negative
FIGN,negative
FZD9,negative
ZNF215,negative
THAP10,negative
FGF18,negative
SV2B,negative
NUP58,negative
LY96,negative
KRT19,negative
GLYATL3,negative
CUL4A,negative
EEF2KMT,negative
GRK3,negative
LMO4,negative
PCDHGA4,negative
TGIF1,negative
LMO1,negative
GNAS,negative
RIPK4,negative
FAM107B,negative
CLEC4E,negative
ERICH5,negative
PAK3,negative
EXOSC8,negative
SYT2,negative
GRPEL1,negative
GRM7,negative
TRIM65,negative
LEF1,negative
PPP1R16B,negative
DNAJC2,negative
FAS,negative
CTDNEP1,negative
DYNC1LI2,negative
NDUFS5,negative
FGD4,negative
CNTRL,negative
FBXL14,negative
SMCO1,negative
ALDH7A1,negative
NDUFA9,negative
SREK1,negative
KLF6,negative
NUDCD2,negative
SLC50A1,negative
MTMR6,negative
MAP3K7CL,negative
FAM222A,negative
