gene,label
IL7R,negative
PHETA2,negative
CKLF,negative
TMEM101,negative
ZWINT,negative
NUDT1,negative
KIF5A,negative
HIST1H2BL,negative
KRT26,negative
OGDH,negative
TSNAXIP1,negative
AK8,negative
CCDC34,negative
PCDHAC2,negative
SIL1,negative
TRHDE,negative
ADIPOR1,negative
ZSCAN4,negative
TRMU,negative
MKX,negative
BPTF,negative
INSRR,negative
DRD2,negative
TEX37,negative
ZDHHC7,negative
CNTN5,negative
FABP2,negative
OR5M10,negative
FAN1,negative
ARL15,negative
EPX,negative
RBX1,negative
RNF8,negative
NIBAN2,negative
ARPC5L,negative
SIPA1L3,negative
EBP,negative
NXPH3,negative
CALML5,negative
CLEC2L,negative
MARK3,negative
COX6A2,negative
SPATA20,negative
RAC2,negative
WFS1,negative
MEA1,negative
ABCC1,negative
MYL6,negative
BMPR1A,negative
OMG,negative
MAS1,negative
LONRF2,negative
MOB3B,negative
DNMT3B,negative
USP45,negative
NANS,negative
TCF3,negative
KIAA0895L,negative
PEX6,negative
HIST1H4L,negative
SPINK1,negative
COX6B2,negative
FAF1,negative
TSPAN1,negative
TSPAN17,negative
SEMA3F,negative
HCST,negative
FKBP7,negative
RCOR1,negative
PFKL,negative
PGM1,negative
PIGO,negative
DEPP1,negative
VEGFC,negative
XXYLT1,negative
RNASET2,negative
GAD2,negative
HPSE,negative
GCSAM,negative
HOXB3,negative
FXYD3,negative
SLC19A3,negative
AKIRIN1,negative
BTN2A2,negative
C5orf24,negative
PTPRF,negative
OTOF,negative
UTP14C,negative
FDFT1,negative
FAM221B,negative
MAP7,negative
CYB5D2,negative
EME1,negative
MARK1,negative
NACAD,negative
ZNF175,negative
MRPL39,negative
MSRB2,negative
KRT76,negative
HCFC1,negative
DENND5A,negative
AHNAK2,negative
GLIPR2,negative
PRSS38,negative
CRYBB3,negative
MC4R,negative
MIPEP,negative
MAN2C1,negative
CHN2,negative
ICAM2,negative
RANBP10,negative
C10orf90,negative
TPPP,negative
NCDN,negative
COG3,negative
DYRK4,negative
HIST1H3I,negative
TMEM209,negative
XAGE1B,negative
BRPF3,negative
HDC,negative
MRPS26,negative
GTPBP8,negative
PDE12,negative
MAATS1,negative
GPR143,negative
XPNPEP1,negative
RAB3A,negative
CADM1,negative
C21orf91,negative
PMF1,negative
MCM3AP,negative
TYW5,negative
BIRC3,negative
ALDH9A1,negative
RETREG1,negative
CZIB,negative
BTK,negative
HPCAL4,negative
MYL9,negative
PAXIP1,negative
ALDH8A1,negative
GRIK3,negative
MADD,negative
MTMR10,negative
CSHL1,negative
NEDD9,negative
CCDC83,negative
CNOT6,negative
ERLIN2,negative
LMAN1L,negative
UXS1,negative
MTNR1B,negative
MAPK14,negative
IL17RA,negative
ANKRD13D,negative
SLC34A3,negative
PLSCR3,negative
ZNF404,negative
STN1,negative
SYNGR3,negative
TSPYL1,negative
ARHGAP29,negative
RIPOR2,negative
FCHSD2,negative
TRIM48,negative
HCFC1R1,negative
ECE2,negative
RPL10L,negative
SERTAD1,negative
TMEM212,negative
CLEC3A,negative
USH1C,negative
STKLD1,negative
CYP2S1,negative
DHX9,negative
PODN,negative
CD4,negative
RBM25,negative
ADAL,negative
BLVRB,negative
SPATA5,negative
SPATS2L,negative
USP18,negative
COMMD4,negative
TIMELESS,negative
PKDCC,negative
PRPS1L1,negative
WFDC12,negative
GRID1,negative
MAP3K11,negative
TRMT1L,negative
C6orf136,negative
LRRC70,negative
NDUFA6,negative
LARP1B,negative
ANKEF1,negative
CIITA,negative
FBXW2,negative
SLC6A1,negative
MAP1LC3C,negative
SF3B4,negative
JOSD2,negative
C8orf44,negative
CACNA1S,negative
KIF13B,negative
GPR3,negative
KDM1B,negative
BTC,negative
ZNF283,negative
RABL2A,negative
ENOPH1,negative
ABHD5,negative
PCDHGA7,negative
ATP13A2,negative
AGAP5,negative
ZKSCAN7,negative
MRPL28,negative
BPHL,negative
EHD1,negative
SCAF4,negative
KRTAP9-9,negative
TMPRSS7,negative
GOLGA7B,negative
ZNF624,negative
FLACC1,negative
OAZ2,negative
DEGS1,negative
BARX2,negative
IL20RB,negative
SLC38A1,negative
DYNLRB2,negative
PLEKHH3,negative
FBH1,negative
ACAD11,negative
RSPO1,negative
RPL19,negative
HNMT,negative
ARL6IP1,negative
LCE5A,negative
UCKL1,negative
SUPT7L,negative
PLAAT5,negative
STEAP2,negative
WDR48,negative
DDX11,negative
CEP126,negative
BMF,negative
BRIP1,negative
DLK2,negative
IQUB,negative
SNX8,negative
CXCL5,negative
ATXN1L,negative
ZBTB7C,negative
CD55,negative
AKAP13,negative
MCM9,negative
ZNF644,negative
METTL21C,negative
LARP1,negative
HSD17B2,negative
CLEC2D,negative
CHEK1,negative
ZNF875,negative
TCF19,negative
MUC5B,negative
CAV3,negative
FOXL1,negative
SYNE4,negative
TMEM214,negative
SLC16A6,negative
CNTF,negative
MAPK1,negative
SLC35G2,negative
MAP2K6,negative
DCAF15,negative
ACSL3,negative
DIO2,negative
HPCAL1,negative
BTN3A3,negative
GCFC2,negative
FZD7,negative
NLRC5,negative
RNASEH1,negative
RAI14,negative
TIGD5,negative
ETV4,negative
CCDC140,negative
COX5B,negative
ENGASE,negative
PDCD2L,negative
NPR3,negative
MRPL16,negative
PIP4K2C,negative
KIF18A,negative
IQCE,negative
CTSE,negative
ACMSD,negative
PPT2,negative
SEM1,negative
GYS1,negative
EXOC3L2,negative
TUT4,negative
IGLL1,negative
KRT31,negative
AURKB,negative
MOB1A,negative
TMEM186,negative
UMOD,negative
ULBP1,negative
THBS2,negative
CA3,negative
EPS15,negative
NET1,negative
LIN7B,negative
WDFY4,negative
CHDH,negative
ADGRG5,negative
CHERP,negative
ZNF287,negative
FANCA,negative
C22orf46,negative
ARFRP1,negative
UQCC3,negative
BIRC5,negative
FNDC11,negative
STAM2,negative
MAP11,negative
COL23A1,negative
EIF4E2,negative
SDSL,negative
NCAPH2,negative
RRP15,negative
BEND3,negative
RBM14,negative
SDCCAG8,negative
FARSA,negative
FBXO46,negative
FNDC3A,negative
CNOT4,negative
CERS3,negative
ANKRD12,negative
STPG3,negative
NAALAD2,negative
CAPN3,negative
BYSL,negative
GZF1,negative
CCDC126,negative
QPCTL,negative
EMCN,negative
KISS1R,negative
EXOSC3,negative
PPM1L,negative
ZNF524,negative
MAP1A,negative
MGAT1,negative
HTATIP2,negative
ZNF607,negative
EIF2B2,negative
KLF12,negative
SALL2,negative
FASTKD2,negative
GPATCH8,negative
PDGFRB,negative
PCSK5,negative
MAGEA12,negative
ST6GALNAC3,negative
CDH9,negative
NGEF,negative
DNAJC1,negative
CERS4,negative
MRI1,negative
SLF2,negative
MAU2,negative
SLC24A1,negative
GIPC3,negative
POFUT1,negative
EHMT2,negative
CLTC,negative
RXFP1,negative
ZNF551,negative
GAMT,negative
PLAC8,negative
ZNF773,negative
RNF4,negative
HDAC7,negative
ELOVL3,negative
DIS3L2,negative
NDUFA5,negative
NME3,negative
PCDHB8,negative
NAA30,negative
HSD3B2,negative
DPY19L3,negative
SPIRE1,negative
GRM7,negative
MCM6,negative
OSTM1,negative
SUCLA2,negative
LGMN,negative
NEK11,negative
COL6A1,negative
GTPBP4,negative
ATF6,negative
FGF6,negative
EPHA5,negative
MAP3K7CL,negative
ARL8B,negative
